Term,LoanStatus,EstimatedEffectiveYield,EstimatedReturn,ProsperRatingAlpha,ProsperScore,BorrowerState,Occupation,EmploymentStatus,FirstRecordedCreditLine,CurrentCreditLines,TotalCreditLinespast7years,CurrentDelinquencies,DelinquenciesLast7Years,IncomeRange,LoanOriginationQuarter,DebtToIncomeRatio,LoanOriginalAmount,semester,year
36,Completed,0.07,0.0545,AA,10,CA,Attorney,Employed,1999-06-06,9.0,25.0,0.0,0.0,"$100,000+",Q1 2011,0.08,15500,Q1,2011
36,Chargedoff,0.1669,0.1074,B,8,CA,Nurse (RN),Employed,1994-02-01,16.0,40.0,0.0,0.0,"$100,000+",Q4 2011,0.22,10000,Q4,2011
36,Completed,0.1294,0.1294,C,9,OK,Sales - Commission,Full-time,1979-03-01,6.0,27.0,0.0,0.0,"$75,000-99,999",Q3 2010,0.13,7500,Q3,2010
36,Completed,0.0524,0.0524,A,9,OH,Tradesman - Electrician,Full-time,1991-09-27,10.0,35.0,0.0,0.0,"$50,000-74,999",Q1 2010,0.32,4000,Q1,2010
60,Completed,0.207,0.142,C,5,NC,Accountant/CPA,Employed,1993-12-13,14.0,36.0,0.0,0.0,"$75,000-99,999",Q3 2012,0.13,5000,Q3,2012
36,Chargedoff,0.1537,0.0942,B,8,NJ,Food Service,Employed,2006-12-02,5.0,7.0,0.0,0.0,"$1-24,999",Q4 2011,0.13,5000,Q4,2011
36,Completed,0.0754,0.0604,AA,10,TX,Professional,Employed,2000-05-30,10.0,26.0,0.0,0.0,"$75,000-99,999",Q4 2011,0.15,5500,Q4,2011
36,Completed,0.0608,0.0608,A,9,NY,Professional,Full-time,1998-04-01,13.0,57.0,0.0,0.0,"$75,000-99,999",Q2 2010,0.16,5900,Q2,2010
36,Completed,0.1698,0.1698,D,6,CA,Administrative Assistant,Employed,1998-10-08,4.0,9.0,0.0,0.0,"$1-24,999",Q4 2010,0.24,4500,Q4,2010
36,Completed,0.0796,0.0796,B,9,TX,Professional,Employed,1996-10-01,11.0,39.0,0.0,23.0,"$100,000+",Q3 2010,0.08,15000,Q3,2010
36,Completed,0.1504,0.1504,D,8,IL,Food Service,Employed,2006-09-04,8.0,10.0,0.0,0.0,"$25,000-49,999",Q4 2010,0.2,5000,Q4,2010
36,Past Due (1-15 days),0.1417,0.0868,B,6,GA,Administrative Assistant,Employed,1994-07-29,8.0,16.0,0.0,10.0,"$25,000-49,999",Q1 2013,0.09,5500,Q1,2013
36,Completed,0.2896,0.1246,HR,5,MD,Other,Employed,1985-12-01,12.0,33.0,1.0,0.0,"$100,000+",Q2 2012,0.12,4000,Q2,2012
12,Completed,0.0744,0.042,A,9,FL,Other,Employed,1996-10-31,13.0,33.0,0.0,0.0,"$100,000+",Q1 2013,0.22,8000,Q1,2013
12,Completed,0.1178,0.0568,C,5,MN,Social Worker,Employed,2000-07-06,7.0,20.0,0.0,0.0,"$25,000-49,999",Q2 2012,0.3,2000,Q2,2012
36,Completed,0.1904,0.1014,C,7,AZ,Postal Service,Employed,1987-10-01,5.0,46.0,0.0,72.0,"$50,000-74,999",Q1 2012,0.09,7500,Q1,2012
36,Past Due (16-30 days),0.2318,0.1093,E,6,IL,Executive,Full-time,1995-08-02,9.0,37.0,5.0,12.0,"$100,000+",Q2 2013,0.22,4000,Q2,2013
36,Completed,0.1417,0.0868,B,8,CT,Other,Employed,2000-03-01,7.0,24.0,0.0,21.0,"$50,000-74,999",Q4 2012,0.14,3500,Q4,2012
36,Completed,0.1529,0.1009,B,7,NC,Administrative Assistant,Employed,1994-01-12,20.0,37.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.53,15000,Q4,2011
36,Chargedoff,0.2437,0.1357,D,7,RI,Nurse (RN),Employed,1985-09-01,4.0,62.0,0.0,4.0,"$75,000-99,999",Q2 2011,0.21,7000,Q2,2011
36,Completed,0.2392,0.1202,D,5,HI,Military Enlisted,Employed,2006-02-27,6.0,9.0,0.0,0.0,"$1-24,999",Q1 2012,1.09,10000,Q1,2012
36,Chargedoff,0.2413,0.1363,D,4,FL,Food Service,Employed,2008-09-09,8.0,11.0,0.0,0.0,"$1-24,999",Q4 2011,0.55,10000,Q4,2011
36,Completed,0.18828,0.08578,D,4,TX,Other,Employed,2004-12-06,15.0,30.0,0.0,0.0,"$25,000-49,999",Q1 2014,0.32,2000,Q1,2014
36,Completed,0.0717,0.0717,A,9,CA,Accountant/CPA,Full-time,1977-07-05,13.0,33.0,0.0,0.0,"$50,000-74,999",Q3 2009,0.37,2000,Q3,2009
36,Completed,0.2822,0.1352,E,6,IL,Computer Programmer,Employed,1989-04-04,14.0,36.0,0.0,0.0,"$100,000+",Q1 2012,0.18,4000,Q1,2012
36,Completed,0.0555,0.04,AA,10,CT,Computer Programmer,Employed,1993-05-21,20.0,53.0,0.0,0.0,"$100,000+",Q1 2011,0.14,25000,Q1,2011
36,Completed,0.0862,0.0662,A,8,RI,Professional,Employed,1999-09-03,7.0,28.0,0.0,5.0,"$75,000-99,999",Q2 2012,0.12,7000,Q2,2012
36,Completed,0.2048,0.1068,D,7,FL,Professional,Full-time,1985-11-01,5.0,34.0,0.0,1.0,"$25,000-49,999",Q1 2011,0.08,2000,Q1,2011
36,Chargedoff,0.1952,0.1103,C,7,NY,Analyst,Employed,2000-02-19,7.0,15.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.2,5000,Q3,2012
60,Chargedoff,0.1538,0.1158,A,8,DE,Professional,Employed,1985-05-08,16.0,39.0,0.0,0.0,"$50,000-74,999",Q1 2012,0.19,20000,Q1,2012
36,Completed,0.1285,0.0905,A,9,WI,Executive,Employed,1999-05-21,4.0,9.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.18,16000,Q4,2011
36,Completed,0.054,0.054,AA,10,NY,Accountant/CPA,Full-time,1995-11-27,16.0,35.0,0.0,0.0,"$75,000-99,999",Q3 2010,0.17,4200,Q3,2010
36,Completed,0.2738,0.1263,E,1,CA,Professional,Employed,2004-06-06,4.0,8.0,0.0,0.0,"$100,000+",Q3 2012,0.05,2000,Q3,2012
60,Completed,0.2332,0.1442,C,7,MA,Accountant/CPA,Employed,1993-11-24,6.0,18.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.07,4000,Q3,2012
60,Chargedoff,0.205,0.144,C,8,MO,Computer Programmer,Full-time,1999-08-13,11.0,34.0,0.0,11.0,"$50,000-74,999",Q3 2011,0.17,8500,Q3,2011
36,Chargedoff,0.2896,0.1246,HR,4,TX,Computer Programmer,Employed,1992-08-01,11.0,21.0,0.0,0.0,"$50,000-74,999",Q1 2012,0.4,4000,Q1,2012
36,Completed,0.2957,0.1487,E,5,TX,Professional,Employed,1997-12-01,17.0,33.0,0.0,0.0,"$25,000-49,999",Q3 2011,0.78,7500,Q3,2011
36,Completed,0.0788,0.0438,A,9,VA,Computer Programmer,Employed,2006-08-16,19.0,39.0,0.0,0.0,"$25,000-49,999",Q1 2011,0.35,5712,Q1,2011
12,Completed,0.0599,0.0404,AA,9,IL,Analyst,Employed,2007-06-08,4.0,6.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.12,5000,Q3,2012
36,Chargedoff,0.2,0.111,C,7,NC,Professor,Employed,1989-07-01,11.0,30.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.37,15000,Q2,2012
36,Completed,0.1463,0.1463,D,7,IL,Skilled Labor,Full-time,1996-09-24,12.0,27.0,4.0,0.0,"$25,000-49,999",Q2 2010,0.08,2999,Q2,2010
36,Completed,0.0555,0.04,AA,10,FL,Attorney,Employed,1995-09-21,7.0,26.0,0.0,0.0,"$75,000-99,999",Q2 2011,0.14,10200,Q2,2011
36,Completed,0.07,0.0545,AA,10,CA,Computer Programmer,Employed,2001-03-12,7.0,14.0,0.0,0.0,"$100,000+",Q4 2010,0.1,20000,Q4,2010
36,Completed,0.1904,0.1014,C,7,NC,Professional,Employed,1998-08-29,12.0,37.0,0.0,0.0,"$100,000+",Q1 2012,0.13,2000,Q1,2012
36,Completed,0.2413,0.1363,D,5,SC,Professional,Employed,1985-02-01,20.0,49.0,0.0,1.0,"$100,000+",Q4 2011,0.28,4800,Q4,2011
36,Completed,0.1326,0.0761,B,8,IL,Professional,Employed,1981-10-27,3.0,38.0,0.0,5.0,"$25,000-49,999",Q2 2012,0.14,6300,Q2,2012
36,Chargedoff,0.089,0.089,A,9,TX,Executive,Full-time,1986-05-27,3.0,20.0,1.0,20.0,"$100,000+",Q1 2010,0.07,3000,Q1,2010
36,Completed,0.1487,0.0888,B,6,CA,Analyst,Employed,1994-08-04,12.0,21.0,0.0,0.0,"$75,000-99,999",Q2 2013,0.24,21000,Q2,2013
36,Completed,0.1773,0.1773,E,6,NC,Professional,Full-time,1995-06-20,13.0,38.0,1.0,6.0,"$50,000-74,999",Q2 2010,0.19,4000,Q2,2010
36,Completed,0.2778,0.1698,D,7,MO,Other,Employed,1995-06-01,4.0,23.0,0.0,6.0,"$50,000-74,999",Q1 2011,0.07,7500,Q1,2011
36,Completed,0.2957,0.1487,E,6,IN,Other,Employed,2003-08-11,3.0,10.0,1.0,23.0,"$25,000-49,999",Q1 2011,0.08,3000,Q1,2011
36,Completed,0.1326,0.0761,B,8,CA,Nurse (RN),Employed,1996-08-17,15.0,25.0,0.0,0.0,"$100,000+",Q1 2012,0.21,15000,Q1,2012
36,Completed,0.1463,0.1463,D,7,OH,Professional,Full-time,1985-09-01,6.0,18.0,0.0,0.0,"$50,000-74,999",Q2 2010,0.14,4500,Q2,2010
60,Completed,0.261,0.1335,E,2,TX,Professional,Employed,1991-05-13,21.0,36.0,2.0,0.0,"$75,000-99,999",Q1 2013,0.24,4000,Q1,2013
36,Completed,0.1051,0.0671,A,9,CA,Analyst,Employed,1989-04-01,6.0,21.0,0.0,0.0,"$50,000-74,999",Q4 2011,0.15,15000,Q4,2011
36,Past Due (61-90 days),0.1571,0.0922,C,8,CA,Computer Programmer,Employed,2005-10-06,9.0,17.0,0.0,0.0,"$100,000+",Q4 2012,0.14,9400,Q4,2012
60,Completed,0.1715,0.115,B,10,MI,Doctor,Employed,2006-07-01,17.0,27.0,0.0,0.0,"$100,000+",Q1 2012,0.18,8000,Q1,2012
36,Chargedoff,0.1399,0.1399,HR,5,SC,Car Dealer,Full-time,2000-09-20,3.0,8.0,1.0,0.0,"$25,000-49,999",Q2 2010,0.15,1000,Q2,2010
60,Completed,0.1895,0.1246,C,8,CA,Religious,Employed,2002-12-25,3.0,27.0,0.0,0.0,"$1-24,999",Q4 2012,0.18,5000,Q4,2012
36,Completed,0.1463,0.1463,D,8,MN,Sales - Commission,Part-time,2004-08-17,3.0,17.0,0.0,3.0,"$1-24,999",Q2 2010,0.23,3000,Q2,2010
36,Completed,0.1216,0.1216,C,9,PA,Analyst,Full-time,2003-09-02,11.0,19.0,0.0,0.0,"$25,000-49,999",Q4 2009,0.32,3000,Q4,2009
12,Completed,0.1134,0.0524,C,4,VA,Military Enlisted,Employed,2006-06-08,11.0,15.0,0.0,0.0,"$50,000-74,999",Q1 2012,0.28,3365,Q1,2012
36,Completed,0.2727,0.1257,E,6,NC,Other,Employed,2007-08-05,13.0,14.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.19,3000,Q3,2012
36,Completed,0.0545,0.0545,AA,10,IL,Computer Programmer,Full-time,1996-09-03,11.0,16.0,0.0,0.0,"$100,000+",Q4 2010,0.11,12000,Q4,2010
12,Completed,0.1109,0.051,B,8,PA,Professional,Employed,2009-02-18,6.0,9.0,0.0,0.0,"$75,000-99,999",Q4 2012,0.17,6000,Q4,2012
36,Completed,0.0502,0.0502,HR,5,MI,Administrative Assistant,Full-time,1988-07-08,15.0,31.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.31,3500,Q3,2010
36,Completed,0.24,0.128,D,6,FL,Other,Employed,2003-08-06,4.0,17.0,4.0,0.0,"$25,000-49,999",Q4 2011,0.18,10000,Q4,2011
36,Chargedoff,0.2896,0.1246,HR,5,AL,Other,Employed,2002-12-03,8.0,14.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.13,4000,Q2,2012
36,Completed,0.0956,0.0657,A,8,NY,Professional,Employed,1983-08-18,11.0,36.0,0.0,0.0,"$75,000-99,999",Q1 2013,0.25,14000,Q1,2013
36,Completed,0.2534,0.1414,D,6,WA,Administrative Assistant,Employed,2000-11-15,20.0,32.0,0.0,0.0,"$50,000-74,999",Q3 2011,0.29,10000,Q3,2011
36,Completed,0.1297,0.1297,E,10,VT,Administrative Assistant,Full-time,1996-02-02,10.0,21.0,0.0,28.0,"$25,000-49,999",Q2 2010,0.24,3000,Q2,2010
36,Completed,0.2957,0.1487,E,4,MD,Scientist,Employed,1994-05-20,13.0,32.0,0.0,0.0,"$25,000-49,999",Q3 2011,0.36,7500,Q3,2011
36,Defaulted,0.2957,0.1487,E,4,IL,Teacher,Employed,1997-04-22,12.0,26.0,0.0,0.0,"$25,000-49,999",Q3 2011,0.45,6000,Q3,2011
36,Completed,0.0662,0.0662,A,9,VA,Professional,Full-time,1995-10-11,7.0,27.0,0.0,11.0,"$100,000+",Q3 2010,0.08,10000,Q3,2010
60,Completed,0.131,0.0861,B,9,NJ,Executive,Employed,1989-11-15,8.0,17.0,0.0,0.0,"$100,000+",Q3 2013,0.05,25000,Q3,2013
60,Past Due (31-60 days),0.2341,0.1492,C,7,TN,Other,Employed,1989-10-17,6.0,17.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.2,8500,Q3,2012
60,Completed,0.2068,0.1419,C,8,MA,Fireman,Employed,2000-08-08,6.0,41.0,0.0,0.0,"$75,000-99,999",Q4 2012,0.11,3200,Q4,2012
36,Completed,0.055,0.055,AA,10,MD,Analyst,Full-time,1995-06-08,7.0,20.0,0.0,0.0,"$100,000+",Q2 2010,0.02,5000,Q2,2010
60,Completed,0.1715,0.112,B,8,MS,Engineer - Mechanical,Employed,1990-04-01,13.0,52.0,0.0,0.0,"$75,000-99,999",Q1 2012,0.13,15000,Q1,2012
36,Completed,0.1326,0.0761,B,8,TX,Other,Employed,1993-11-08,15.0,44.0,0.0,0.0,"$75,000-99,999",Q1 2012,0.32,15000,Q1,2012
36,Completed,0.0608,0.0608,A,9,CA,Other,Full-time,2003-10-29,7.0,21.0,0.0,0.0,"$50,000-74,999",Q2 2010,0.06,2500,Q2,2010
36,Completed,0.1051,0.0671,A,8,WA,Other,Employed,1994-10-01,10.0,34.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.16,5300,Q4,2011
36,Completed,0.1473,0.0878,B,9,TX,Computer Programmer,Employed,1999-01-06,3.0,23.0,0.0,0.0,"$75,000-99,999",Q3 2011,0.11,7000,Q3,2011
36,Completed,0.2861,0.1371,E,1,VA,Other,Employed,2000-02-15,8.0,37.0,2.0,0.0,"$1-24,999",Q1 2012,0.47,4000,Q1,2012
36,Completed,0.0886,0.0886,A,9,WA,Other,Full-time,1992-10-01,17.0,58.0,1.0,0.0,"$75,000-99,999",Q4 2009,0.49,2000,Q4,2009
36,Completed,0.2896,0.1246,HR,5,OH,Other,Employed,2001-07-06,11.0,17.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.34,4000,Q3,2012
36,Completed,0.17274,0.08284,C,4,NJ,Clergy,Employed,1995-04-25,8.0,15.0,0.0,0.0,"$50,000-74,999",Q4 2013,0.13,4500,Q4,2013
36,Completed,0.1201,0.1201,D,8,MD,Military Enlisted,Full-time,1994-04-09,11.0,21.0,0.0,0.0,"$50,000-74,999",Q1 2010,0.31,2500,Q1,2010
36,Chargedoff,0.0849,0.06,A,9,MO,Computer Programmer,Employed,2005-06-17,9.0,18.0,0.0,0.0,"$75,000-99,999",Q4 2012,0.12,10000,Q4,2012
36,Completed,0.2957,0.1487,E,4,CA,Administrative Assistant,Employed,1996-12-09,12.0,34.0,0.0,25.0,"$50,000-74,999",Q3 2011,0.17,4150,Q3,2011
36,Chargedoff,0.2917,0.1267,HR,3,MD,Other,Employed,1998-08-04,12.0,23.0,2.0,9.0,"$50,000-74,999",Q3 2011,0.15,4000,Q3,2011
36,Completed,0.0708,0.0708,A,8,MN,Professional,Full-time,1999-09-20,17.0,39.0,0.0,0.0,"$75,000-99,999",Q3 2010,0.17,7500,Q3,2010
36,Completed,0.0066,0.0066,B,8,CA,Other,Employed,2000-07-07,2.0,8.0,0.0,0.0,"$50,000-74,999",Q4 2010,0.07,1000,Q4,2010
36,Defaulted,0.1477,0.1477,D,6,VA,Police Officer/Correction Officer,Full-time,1993-05-09,17.0,50.0,0.0,0.0,"$100,000+",Q3 2009,0.21,9000,Q3,2009
36,Completed,0.0685,0.0685,B,8,IL,Other,Full-time,1993-11-22,3.0,27.0,1.0,25.0,"$75,000-99,999",Q3 2010,0.05,2500,Q3,2010
60,Chargedoff,0.1855,0.1245,C,7,NC,Teacher,Employed,2000-08-19,7.0,30.0,0.0,0.0,"$50,000-74,999",Q2 2011,0.35,13000,Q2,2011
36,Completed,0.22352,0.10102,E,2,TX,Other,Employed,1988-08-08,15.0,33.0,0.0,7.0,"$75,000-99,999",Q3 2013,0.19,4000,Q3,2013
36,Completed,0.0827,0.0827,A,9,CA,Professional,Full-time,1985-11-01,11.0,38.0,0.0,0.0,"$50,000-74,999",Q4 2009,0.26,10000,Q4,2009
36,Completed,0.059,0.0466,AA,10,TX,Nurse (RN),Full-time,1980-12-25,13.0,39.0,0.0,0.0,"$50,000-74,999",Q2 2013,0.25,4000,Q2,2013
36,Completed,0.0623,0.0623,A,8,MO,Computer Programmer,Full-time,1993-09-07,6.0,36.0,0.0,0.0,"$75,000-99,999",Q1 2010,0.05,13000,Q1,2010
60,Past Due (1-15 days),0.2016,0.1267,C,5,MN,Other,Employed,1998-03-19,17.0,29.0,1.0,8.0,"$25,000-49,999",Q4 2012,0.24,5000,Q4,2012
36,Completed,0.2437,0.1357,D,7,CT,Sales - Commission,Employed,1991-04-01,10.0,29.0,0.0,0.0,"$100,000+",Q1 2011,0.16,4000,Q1,2011
36,Completed,0.2861,0.1561,E,2,MD,Professional,Employed,1989-08-31,12.0,55.0,1.0,2.0,"$50,000-74,999",Q3 2011,0.13,2100,Q3,2011
60,Chargedoff,0.252,0.1495,D,6,CA,Other,Employed,1992-03-17,8.0,40.0,0.0,1.0,"$50,000-74,999",Q3 2012,0.25,15000,Q3,2012
36,Chargedoff,0.147,0.147,D,7,CT,Other,Full-time,1998-04-30,4.0,5.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.16,4000,Q3,2010
36,Completed,0.057,0.057,AA,10,DE,Professional,Employed,1997-06-01,4.0,16.0,0.0,0.0,"$100,000+",Q3 2010,0.05,20000,Q3,2010
36,Past Due (1-15 days),0.2233,0.1158,D,3,NC,Other,Employed,1998-09-21,8.0,35.0,2.0,0.0,"$25,000-49,999",Q3 2012,0.26,4000,Q3,2012
12,Completed,0.0466,0.0331,AA,10,CA,Computer Programmer,Employed,2003-12-22,2.0,5.0,0.0,0.0,"$75,000-99,999",Q4 2011,0.03,2000,Q4,2011
36,Completed,0.1513,0.1513,D,6,MD,Police Officer/Correction Officer,Full-time,1996-09-19,3.0,6.0,0.0,0.0,"$50,000-74,999",Q1 2010,0.17,5000,Q1,2010
36,Past Due (1-15 days),0.2896,0.1171,HR,4,OH,Other,Employed,1992-09-25,15.0,48.0,0.0,0.0,"$75,000-99,999",Q3 2012,0.34,4000,Q3,2012
36,Completed,0.2957,0.1487,E,5,IL,Professional,Employed,1994-12-09,13.0,37.0,0.0,0.0,"$75,000-99,999",Q1 2011,0.38,2000,Q1,2011
36,Completed,0.1669,0.1074,B,9,GA,Accountant/CPA,Employed,1995-11-20,9.0,17.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.16,2000,Q4,2011
60,Chargedoff,0.3057,0.1587,E,6,GA,Other,Other,2008-05-05,7.0,7.0,0.0,0.0,"$100,000+",Q1 2012,0.03,4000,Q1,2012
60,Completed,0.2788,0.1363,E,6,TX,Food Service,Employed,1986-10-01,10.0,40.0,3.0,88.0,"$25,000-49,999",Q4 2012,0.1,4000,Q4,2012
36,Completed,0.2534,0.1414,D,6,NV,Administrative Assistant,Employed,2001-01-04,9.0,21.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.16,5000,Q4,2011
36,Completed,0.2896,0.1271,HR,6,KY,Other,Employed,1993-12-20,9.0,20.0,2.0,8.0,"$25,000-49,999",Q3 2012,0.35,3500,Q3,2012
36,Completed,0.058,0.058,AA,9,MA,Professional,Full-time,2000-08-16,7.0,10.0,0.0,0.0,"$75,000-99,999",Q2 2010,0.06,3500,Q2,2010
36,Chargedoff,0.1196,0.1196,C,9,CA,Other,Retired,1987-03-01,18.0,28.0,0.0,0.0,"$1-24,999",Q1 2010,0.54,1500,Q1,2010
36,Completed,0.1473,0.0878,B,7,MN,Other,Employed,2001-01-09,4.0,19.0,0.0,0.0,"$75,000-99,999",Q3 2011,0.03,5000,Q3,2011
12,Completed,0.04,0.0245,AA,10,IL,Computer Programmer,Employed,1994-08-01,9.0,17.0,0.0,0.0,"$100,000+",Q1 2011,0.07,3500,Q1,2011
36,Chargedoff,0.2909,0.1439,E,4,CA,Computer Programmer,Employed,1983-08-01,8.0,15.0,1.0,0.0,"$25,000-49,999",Q4 2011,0.37,7500,Q4,2011
36,Completed,0.2896,0.1246,HR,4,CO,Other,Employed,2003-09-27,1.0,2.0,0.0,0.0,"$75,000-99,999",Q1 2012,0.04,4000,Q1,2012
36,Completed,0.1463,0.1463,D,7,NC,Fireman,Full-time,1995-01-11,2.0,17.0,4.0,32.0,"$50,000-74,999",Q3 2010,0.03,2000,Q3,2010
36,Completed,0.1552,0.0953,B,8,FL,Construction,Employed,1996-08-01,10.0,14.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.24,13000,Q3,2012
36,Completed,0.2064,0.1039,D,3,NJ,Food Service,Employed,2008-03-05,10.0,10.0,0.0,0.0,"$25,000-49,999",Q2 2013,0.4,7000,Q2,2013
36,Completed,0.2534,0.1414,D,6,NY,Professional,Employed,1997-05-01,10.0,43.0,0.0,0.0,"$50,000-74,999",Q3 2011,0.28,7000,Q3,2011
36,Completed,0.1628,0.1628,D,8,FL,Nurse (RN),Employed,1992-04-05,8.0,38.0,1.0,35.0,"$75,000-99,999",Q4 2010,0.2,4000,Q4,2010
36,Chargedoff,0.1937,0.1012,D,3,NJ,Other,Employed,2006-07-28,14.0,25.0,0.0,0.0,"$25,000-49,999",Q2 2013,0.25,15000,Q2,2013
36,Completed,0.0524,0.0524,A,9,FL,Other,Full-time,1994-09-01,13.0,23.0,0.0,0.0,"$50,000-74,999",Q1 2010,0.3,7200,Q1,2010
36,Completed,0.1326,0.0806,B,6,NY,Accountant/CPA,Employed,1996-09-13,13.0,28.0,0.0,0.0,"$50,000-74,999",Q1 2012,0.26,6000,Q1,2012
36,Chargedoff,0.1537,0.0942,B,9,MO,Sales - Commission,Employed,1987-10-19,6.0,9.0,0.0,0.0,"$75,000-99,999",Q4 2011,0.18,11000,Q4,2011
60,Past Due (1-15 days),0.1381,0.1082,A,7,FL,Other,Employed,1999-04-21,9.0,14.0,0.0,4.0,"$50,000-74,999",Q3 2012,0.31,17023,Q3,2012
36,Completed,0.1326,0.0731,B,8,CA,Other,Employed,1996-10-01,11.0,21.0,0.0,0.0,"$75,000-99,999",Q1 2011,0.25,10000,Q1,2011
60,Completed,0.2001,0.1152,C,4,MA,Other,Employed,2006-08-01,21.0,40.0,0.0,0.0,"$50,000-74,999",Q3 2013,0.4,8000,Q3,2013
36,Completed,0.0754,0.0754,B,8,FL,Clerical,Full-time,1994-04-27,5.0,19.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.3,5000,Q3,2010
36,Completed,0.2534,0.1414,D,6,MS,Clerical,Employed,1988-10-03,11.0,24.0,0.0,3.0,"$1-24,999",Q2 2011,0.34,2000,Q2,2011
36,Completed,0.1399,0.1399,HR,5,MI,Professional,Full-time,2000-02-29,10.0,35.0,0.0,19.0,"$25,000-49,999",Q1 2010,0.16,5500,Q1,2010
60,Completed,0.135,0.0876,B,6,IL,Teacher,Employed,1993-10-22,16.0,43.0,0.0,0.0,"$50,000-74,999",Q2 2013,0.34,15000,Q2,2013
60,Completed,0.2076,0.1277,C,8,MN,Construction,Employed,2002-10-25,5.0,27.0,0.0,8.0,"$25,000-49,999",Q4 2012,0.16,2000,Q4,2012
36,Completed,0.1369,0.1369,HR,6,NY,Nurse (RN),Employed,1988-09-09,3.0,11.0,3.0,56.0,"$50,000-74,999",Q4 2010,0.02,2500,Q4,2010
36,Chargedoff,0.2861,0.1371,E,1,NY,Skilled Labor,Employed,1997-09-01,4.0,46.0,11.0,33.0,"$75,000-99,999",Q1 2012,0.06,4000,Q1,2012
36,Chargedoff,0.1773,0.1773,E,7,CA,Other,Full-time,2000-11-04,8.0,11.0,0.0,0.0,"$25,000-49,999",Q4 2009,0.37,2800,Q4,2009
12,Completed,0.234,0.122,D,6,FL,Other,Employed,1979-08-01,3.0,19.0,0.0,32.0,"$25,000-49,999",Q3 2011,0.1,3000,Q3,2011
36,Completed,0.2,0.111,C,6,MI,Administrative Assistant,Employed,1992-07-31,13.0,39.0,0.0,0.0,"$25,000-49,999",Q2 2012,0.28,7000,Q2,2012
60,Completed,0.1238,0.0789,B,11,NY,Analyst,Employed,2000-09-18,13.0,32.0,0.0,0.0,"$100,000+",Q4 2013,0.22,34000,Q4,2013
36,Completed,0.2861,0.1561,E,6,OH,Nurse (RN),Employed,1978-08-25,18.0,48.0,2.0,0.0,"$75,000-99,999",Q3 2011,0.21,4000,Q3,2011
36,Completed,0.1483,0.0963,B,5,MA,Retail Management,Employed,1984-12-01,6.0,23.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.2,3500,Q4,2011
60,Completed,0.1813,0.1214,B,8,IL,Professional,Employed,1979-04-01,18.0,51.0,0.0,0.0,"$100,000+",Q4 2012,0.34,20000,Q4,2012
36,Past Due (91-120 days),0.1326,0.0731,B,8,NY,Administrative Assistant,Employed,1991-10-01,10.0,36.0,0.0,0.0,"$75,000-99,999",Q1 2011,0.16,7500,Q1,2011
36,Completed,0.2318,0.1093,E,3,PA,Clerical,Employed,2001-11-16,7.0,18.0,0.0,0.0,"$25,000-49,999",Q3 2013,0.25,3000,Q3,2013
36,Completed,0.2727,0.1257,E,6,NY,Other,Employed,2007-02-14,4.0,8.0,0.0,0.0,"$1-24,999",Q1 2012,0.22,3500,Q1,2012
36,Completed,0.2896,0.1246,HR,3,FL,Professional,Employed,1993-09-24,19.0,38.0,0.0,0.0,"$75,000-99,999",Q2 2012,0.4,3500,Q2,2012
36,Completed,0.05,0.05,AA,9,ID,Construction,Full-time,2005-02-18,6.0,12.0,0.0,0.0,"$25,000-49,999",Q1 2010,0.03,2500,Q1,2010
36,Completed,0.2848,0.1148,HR,3,MI,Nurse's Aide,Full-time,1997-07-29,8.0,16.0,0.0,0.0,"$25,000-49,999",Q2 2011,0.66,4000,Q2,2011
36,Completed,0.1369,0.1369,HR,4,FL,Other,Full-time,1999-08-06,11.0,23.0,0.0,2.0,"$25,000-49,999",Q4 2010,0.57,2500,Q4,2010
36,Completed,0.2134,0.1144,D,4,MN,Professional,Employed,2001-03-13,15.0,36.0,0.0,1.0,"$75,000-99,999",Q2 2012,0.18,7500,Q2,2012
36,Completed,0.3199,0.1369,HR,4,MO,Other,Full-time,1999-09-28,5.0,52.0,0.0,0.0,"$25,000-49,999",Q4 2010,0.1,1800,Q4,2010
60,Chargedoff,0.1404,0.0905,B,8,FL,Engineer - Mechanical,Employed,2000-04-30,8.0,17.0,0.0,6.0,"$50,000-74,999",Q2 2013,0.2,15000,Q2,2013
